CO_EXPEDIENTE,NU_PROCESSO,NU_ACAO,NU_GRUPO_ASSUNTO,NU_ASSUNTO
21.000.32636/2017,10016743120175020612,54,47,"[50, 138, 176, 531]"
21.000.32637/2017,10016641420175020603,54,47,"[138, 176, 531]"
21.000.32639/2017,10014606320175020087,54,47,"[50, 138, 176, 531]"
21.000.32677/2018,10010228920185020608,238,46,"[20, 340, 929]"
21.000.32697/2018,10008640220185020069,54,47,"[138, 175, 531]"
21.000.32703/2018,10008794120185020078,54,61,"[20, 24, 340, 507, 531, 716]"
21.000.32705/2017,10014717220175020320,54,47,"[138, 176, 531]"
21.000.32705/2018,10008755720185020028,54,51,"[63, 340, 436, 508, 531, 705, 716]"
21.000.32769/2018,10008784320185020050,54,47,"[50, 138, 176, 531]"
21.000.32770/2018,10008539020185020030,54,47,"[50, 138, 176, 531]"
21.000.32807/2018,10008468020185020036,54,47,"[138, 176, 531]"
21.000.32811/2018,10006014420185020012,54,47,"[65, 138, 176, 531]"
21.000.32812/2018,10006904520185020472,54,47,"[50, 138, 176, 531]"
21.000.32813/2018,10008217620185020712,54,47,"[65, 176, 531, 572]"
21.000.32894/2018,10008913220185020021,54,998,"[20, 27, 61, 121, 340, 352, 417, 507, 531, 709, 716]"
21.000.32896/2018,10007884020185020016,54,46,"[63, 436, 508, 705, 706, 709, 929]"
21.000.32901/2018,10007252620185020465,54,51,"[63, 340, 436, 531, 621]"
21.000.32903/2018,10008064920185020311,54,75,"[63, 340, 508, 531]"
21.000.32911/2018,10006414420185020491,54,75,"[63, 340, 508, 531]"
21.000.32920/2017,10013844320175020021,54,47,"[138, 176, 531]"
21.000.32953/2018,10006766720185020373,203,51,"[340, 414, 436, 508, 531, 621, 706]"
21.000.32954/2017,10006217220175020011,54,47,"[50, 65, 138, 176, 531]"
21.000.32956/2017,10014967420175020065,54,47,"[138, 176, 531]"
21.000.32959/2017,10013736420175020069,54,47,"[138, 176, 531]"
21.000.32963/2017,10016768220175020391,54,47,"[50, 138, 176, 531]"
21.000.32968/2018,10007411620185020065,203,49,"[63, 507, 527, 531, 706]"
21.000.32977/2017,10013444020175020028,54,47,"[50, 138, 176, 531]"
21.000.32980/2017,10012097020175020014,54,47,"[50, 138, 176, 531]"
21.000.33002/2017,10014594120175020067,54,51,"[63, 340, 436, 506, 621, 705, 706]"
21.000.33003/2017,10016577420175020521,54,51,"[50, 57, 63, 340, 436, 507, 508, 531, 621, 705, 706]"
21.000.33005/2017,10015263020175020059,54,47,"[138, 176, 531]"
21.000.33037/2018,10008740820185020017,54,47,"[65, 176, 531, 572]"
21.000.33040/2018,10004375520185020020,54,54,"[20, 340, 436, 527, 531, 705, 706]"
21.000.33049/2018,10005967320185020383,54,47,"[65, 176, 531, 572]"
21.000.33054/2018,10008281720185020050,54,47,"[138, 176, 531]"
21.000.33055/2017,10014944420175020085,54,75,"[63, 340, 508, 531]"
21.000.33056/2018,10008297720185020704,54,47,"[65, 138, 176, 531]"
21.000.33057/2017,10014889320175020034,54,75,"[63, 340, 508, 531]"
21.000.33060/2017,10014758120175020006,54,998,"[50, 617]"
21.000.33061/2017,10006216820175020077,54,47,"[50, 65, 176, 511, 531, 933]"
21.000.33065/2017,00120042420175150069,54,998,"[50, 531, 617, 716]"
21.000.33067/2017,10018392720175020241,54,46,"[63, 96, 340, 436, 498, 506, 507, 508, 531, 621, 709, 929]"
21.000.33083/2018,10008991120185020085,54,47,"[50, 138, 176, 531]"
21.000.33088/2018,10008869820185020024,54,47,"[50, 138, 176, 531]"
21.000.33089/2017,10014823820175020050,54,46,"[20, 409, 716, 928, 929]"
21.000.33090/2017,10013910220175020711,54,47,"[50, 138, 176, 531]"
21.000.33091/2018,10008220820185020374,54,75,"[63, 340, 508, 531]"
21.000.33096/2018,10011386720185020391,54,75,"[63, 340, 508, 531]"
21.000.33105/2018,10008213320185020015,54,47,"[138, 176, 531]"
21.000.33110/2018,10009121820185020050,54,47,"[138, 176, 531]"
21.000.33142/2018,10005291620185020058,43,998,"[531, 617]"
21.000.33145/2018,10008774520185020022,43,998,"[8, 63, 340, 531]"
21.000.33175/2018,10009034920185020602,54,47,"[138, 176, 531]"
21.000.33178/2018,10005093420185020443,54,47,"[138, 176, 531]"
21.000.33181/2017,10016842420175020241,54,47,"[50, 138, 176, 531]"
21.000.33182/2017,10017525420175020473,54,47,"[50, 138, 176, 531]"
21.000.33185/2017,10014619620175020071,54,47,"[138, 176, 531]"
21.000.33186/2017,10015126320175020021,54,47,"[50, 138, 176, 531]"
21.000.33191/2018,10008627620185020022,54,51,"[63, 508, 531, 709]"
21.000.33193/2017,10013658920175020036,54,47,"[138, 176, 531]"
21.000.33194/2017,10014622220175020026,54,75,"[63, 508, 531]"
21.000.33195/2017,00000267120175020082,238,61,"[20, 24]"
21.000.33196/2017,10017921620175020609,54,47,"[138, 176, 531]"
21.000.33199/2018,10006524020185020502,54,61,"[20, 24, 340, 507, 531, 716]"
21.000.33201/2017,10013587820175020010,54,47,"[65, 138, 176, 531]"
21.000.33202/2017,10013563020175020036,54,47,"[138, 176, 531]"
21.000.33204/2017,10016659620175020603,54,47,"[138, 176, 531]"
21.000.33220/2017,10013555320175020001,54,73,"[3, 50, 63, 340]"
21.000.33222/2017,10014329220175020088,54,75,"[63, 508, 531]"
21.000.33223/2017,10015097120175020001,54,75,"[63, 508, 531]"
21.000.33224/2017,10015323020175020029,54,75,"[63, 508, 531]"
21.000.33227/2017,10014008820175020023,54,46,"[50, 57, 63, 340, 436, 506, 507, 531, 705, 706, 929]"
21.000.33229/2017,10014976220175020064,54,998,"[50, 531, 617, 716]"
21.000.33230/2017,10014970620175020018,54,75,"[63, 340, 508, 531]"
21.000.33231/2017,10011795620175020492,54,51,"[340, 414, 436, 508, 531, 621, 706]"
21.000.33232/2017,10012889320175020064,54,47,"[50, 138, 176, 531]"
21.000.33233/2017,10014795520175020027,54,47,"[138, 176, 531, 716]"
21.000.33257/2017,10013622020175020462,9,998,"[87, 157, 340, 408, 524, 531, 587, 716]"
21.000.33259/2017,10014215520175020026,54,46,"[63, 340, 436, 498, 506, 507, 508, 531, 621, 705, 706, 929]"
21.000.33262/2017,10014814620175020020,54,76,"[20, 121, 417, 531, 705, 706, 709]"
21.000.33264/2017,10015358620175020060,54,51,"[63, 436, 531]"
21.000.33266/2017,10014986620175020090,54,75,"[63, 508, 531]"
21.000.33268/2017,10015048120175020055,54,75,"[63, 508, 531]"
21.000.33269/2017,10010925520175020313,54,46,"[63, 409, 506, 531, 929]"
21.000.33272/2017,10015127320175020050,54,47,"[50, 138, 176, 531]"
21.000.33275/2017,10010068520175020054,54,47,"[50, 138, 176, 531]"
21.000.33277/2017,00000043420175020463,238,61,"[24, 63, 419, 505]"
21.000.33278/2017,10016951920175020511,54,47,"[138, 176, 531]"
21.000.33280/2017,10014710820175020018,54,998,"[8, 20, 531]"
21.000.33281/2017,10012421620175020061,54,47,"[50, 138, 176, 531]"
21.000.33285/2017,10017103820175020462,54,47,"[50, 138, 176, 531]"
21.000.33286/2017,10014916920175020027,54,47,"[50, 138, 176, 531]"
21.000.33290/2017,10018192320175020601,54,47,"[50, 138, 176, 531]"
21.000.33294/2017,10015380920175020006,54,47,"[50, 138, 176, 531]"
21.000.33295/2017,10011586120175020078,54,47,"[50, 138, 176, 531, 716]"
21.000.33297/2017,10014044720175020049,54,47,"[50, 138, 176, 531]"
21.000.33319/2017,10012899320175020059,54,47,"[138, 176, 531]"
21.000.33330/2017,10013963620175020028,54,46,"[63, 86, 527, 531, 621, 705, 929]"
21.000.33331/2017,10014869620175020431,54,47,"[50, 138, 176, 531]"
21.000.33332/2017,10014933120175020062,54,75,"[63, 508, 531, 716]"
21.000.33334/2017,10015486920175020033,54,47,"[50, 138, 176, 531]"
21.000.33336/2017,10011921620175020020,54,47,"[138, 176, 531]"
21.000.33337/2017,10015448120175020049,54,75,"[63, 508, 531]"
21.000.33338/2017,10014584620175020038,54,47,"[138, 176, 531]"
21.000.33339/2017,10015433520175020037,54,75,"[63, 508, 531]"
21.000.33372/2017,10014524620175020068,54,75,"[63, 508, 531]"
21.000.33373/2017,10015165820175020035,54,75,"[63, 508, 531]"
21.000.33376/2017,10017112320175020462,54,47,"[50, 138, 176, 531, 716]"
21.000.33457/2017,00000153020175020086,238,998,"[8, 63, 89]"
21.000.33506/2017,10010532420175020292,54,51,"[63, 508, 531, 706]"
21.000.33508/2017,10018040520175020391,54,47,"[50, 138, 176, 511, 531, 716]"
21.000.33509/2017,10013017720175020263,54,998,"[50, 531, 617]"
21.000.33511/2017,10012462920175020263,54,47,"[138, 176, 531, 716]"
21.000.33522/2017,10015305220175020064,54,51,"[63, 498, 506, 531, 716]"
21.000.33607/2018,10003458120185020342,54,47,"[138, 176, 531]"
21.000.33615/2017,10015893720175020065,54,47,"[138, 176, 531, 716]"
21.000.33642/2018,10008999320185020090,203,46,"[63, 506, 531, 929]"
21.000.33651/2018,10008454620185020311,54,75,"[63, 340, 508, 531]"
21.000.33663/2018,10008216920185020003,54,75,"[63, 340, 508, 531]"
21.000.33674/2018,10009007020185020707,54,47,"[138, 176, 531]"
21.000.33679/2018,10005066720185020447,54,47,"[138, 176, 531]"
21.000.33682/2017,10017341020175020610,54,47,"[138, 176, 531, 716]"
21.000.33687/2017,10015125320175020089,54,75,"[63, 508, 531]"
21.000.33728/2017,10012553420175020281,54,47,"[138, 531, 716]"
21.000.33729/2017,10007716220175020008,54,998,"[8, 20, 63, 531]"
21.000.33867/2017,10015146120175020044,54,75,"[63, 508, 531]"
21.000.33869/2017,10015266220175020016,54,75,"[63, 508, 531]"
21.000.33871/2017,10015345220175020044,54,75,"[63, 508, 531]"
21.000.33893/2017,10012798020175020081,54,51,"[50, 63, 340, 417, 507, 527, 531, 621, 705, 706, 716]"
21.000.33894/2017,10014930820175020005,54,51,"[63, 340, 417, 436, 508, 531, 621, 706, 929]"
21.000.33896/2017,10015177920175020023,54,60,"[57, 63, 531]"
21.000.33900/2017,10017909320165020443,54,61,"[20, 24, 531, 716]"
21.000.33902/2017,10015026320175020071,54,47,"[138, 176, 531, 716]"
21.000.33910/2017,10014963620175020013,54,47,"[138, 176, 531, 716]"
21.000.34059/2018,10011144920185020614,54,47,"[138, 176, 531]"
21.000.34060/2018,10009410320185020007,54,75,"[63, 340, 508, 531]"
21.000.34064/2018,10008761320185020070,54,47,"[138, 176, 531]"
21.000.34069/2018,10008800320185020312,54,47,"[50, 138, 176, 531]"
21.000.34072/2017,10020828220175020204,54,75,"[63, 508, 531, 716]"
21.000.34084/2018,10009192820185020044,54,75,"[63, 340, 508, 531]"
21.000.34097/2018,10009442020185020051,54,47,"[138, 176, 531]"
21.000.34098/2017,10015799620175020063,54,47,"[138, 176, 531, 716]"
21.000.34116/2017,10015404320175020017,54,58,"[6, 63, 86, 502, 531, 929]"
21.000.34122/2017,10017294820175020202,54,75,"[63, 508, 531]"
21.000.34129/2018,10008872320185020044,54,47,"[138, 176, 531]"
21.000.34191/2018,10009918720185020602,54,47,"[138, 176, 531]"
21.000.34215/2017,10014854520175020065,54,47,"[50, 138, 176, 531, 716]"
21.000.34218/2017,10015311020175020073,54,75,"[63, 508, 531]"
21.000.34221/2017,10016765620175020432,54,47,"[138, 176, 531, 716]"
21.000.34222/2017,10015294520175020039,54,75,"[63, 508, 531]"
21.000.34224/2017,10014828720175020066,54,47,"[138, 176, 531, 716]"
21.000.34227/2017,10015184820175020384,54,75,"[63, 508, 531]"
21.000.34234/2017,10011744320175020004,54,62,"[20, 340, 507, 531]"
21.000.34238/2017,10020836720175020204,54,998,"[63, 716]"
21.000.34242/2017,10015420820175020051,54,75,"[63, 508, 531]"
21.000.34245/2017,10014073520175020038,54,75,"[63, 508, 531]"
21.000.34256/2017,10015457620175020078,54,58,"[63, 506, 531, 621, 929]"
21.000.34267/2017,10015207520175020074,54,47,"[138, 176, 531, 716]"
21.000.34268/2017,10015098720175020319,54,47,"[138, 176, 531, 716]"
21.000.34270/2017,10013092020175020048,54,998,"[50, 531, 617, 716]"
21.000.34305/2018,10008732520185020372,54,54,"[63, 340, 436, 508, 527, 531, 705, 706, 709]"
21.000.34375/2017,10014326320175020421,203,50,"[8, 50, 63, 340, 417, 419, 508, 531, 586, 705, 706, 929]"
21.000.34423/2018,10009401320185020041,54,47,"[138, 176, 531]"
21.000.34425/2018,10009455920185020033,54,47,"[138, 176, 531]"
21.000.34427/2018,00116783020185150069,54,61,"[20, 24, 340, 507, 531, 716]"
21.000.34441/2017,10017550920175020473,54,998,"[50, 340, 531, 617, 716]"
21.000.34448/2017,10022595020165020020,54,51,"[20, 436, 531, 621]"
21.000.34460/2017,10015297320175020062,54,51,"[63, 436, 506, 507, 508, 531, 621, 705, 706, 716, 929]"
21.000.34461/2017,10015890420175020076,54,75,"[63, 508, 531]"
21.000.34465/2017,10013642520175020030,54,47,"[138, 176, 531, 716]"
21.000.34467/2017,10015337620175020041,54,75,"[63, 508, 531]"
21.000.34471/2017,10014006220175020064,54,47,"[138, 176, 531, 716]"
21.000.34474/2018,10010901320175020046,54,58,"[50, 63, 506, 531]"
21.000.34481/2018,10017229720175020447,54,47,"[138, 176, 531]"
21.000.34491/2017,10014493520175020701,54,75,"[63, 508, 531, 716]"
21.000.34492/2017,10013823020175020003,54,61,"[20, 24, 37, 531]"
21.000.34494/2018,10010319220185020271,54,75,"[63, 340, 508, 531]"
21.000.34495/2017,10000845720175020082,54,51,"[63, 436, 527, 531]"
21.000.34497/2017,10011405720175020331,54,75,"[63, 508, 531, 716]"
21.000.34497/2018,10009110220185020028,54,47,"[138, 176, 531]"
21.000.34498/2018,00110237320185150064,238,59,"[20, 24, 65, 409, 505, 508]"
21.000.34503/2018,10008595620185020076,238,46,"[63, 436, 511, 705, 929]"
21.000.34520/2017,10005107520175020468,54,47,"[138, 176, 531, 716]"
21.000.34522/2017,10012453120175020720,54,47,"[138, 531, 716]"
21.000.34579/2018,10009062920185020044,54,47,"[50, 138, 176, 531]"
21.000.34593/2018,10009497420185020008,54,998,"[8, 63, 340, 531]"
21.000.34598/2018,10002563620185020026,238,44,"[24, 50, 63, 65, 96, 340, 419, 506, 507, 527, 586, 621, 705, 930]"
21.000.34603/2018,10002867120185020026,238,45,"[6, 20, 35, 37, 64, 110, 142, 340, 409, 437, 498, 502, 505, 507, 531, 928, 929]"
21.000.34609/2018,10008773020185020318,54,75,"[63, 340, 508, 531]"
21.000.34612/2018,10006422820185020362,54,47,"[138, 176, 531]"
21.000.34639/2018,10009604420185020060,54,47,"[138, 176, 531]"
21.000.34688/2017,10015558420175020090,54,75,"[63, 508, 531, 716]"
21.000.34690/2017,10015402520175020023,54,47,"[138, 176, 531, 716]"
21.000.34691/2017,10019049420175020605,54,75,"[63, 508, 531]"
21.000.34693/2017,50146083320174036100,47,998,"[20, 930]"
21.000.34695/2017,10018478420175020473,54,47,"[138, 176, 531, 716]"
21.000.34703/2017,10009772320175020446,54,998,"[20, 531, 782]"
21.000.34782/2018,10009474620185020383,54,50,"[63, 586, 706]"
21.000.34786/2018,10012064520185020511,54,998,"[20, 27, 65, 152, 340, 352, 409, 417, 437, 506, 586, 716, 782, 929]"
21.000.34806/2017,10015005720175020471,54,47,"[138, 176, 531, 716]"
21.000.34811/2018,10008982120185020701,54,47,"[50, 138, 176, 531]"
21.000.34813/2018,10008775020185020473,54,47,"[50, 138, 176, 531]"
21.000.34816/2018,10009577320185020033,54,47,"[138, 176, 531]"
21.000.34817/2018,10008808520185020705,54,47,"[65, 138, 176, 531]"
21.000.34824/2017,10013126420175020374,54,47,"[138, 176, 531, 716]"
21.000.34828/2017,10014913620175020038,54,51,"[8, 57, 63, 436, 531, 621, 706]"
21.000.34872/2017,10018548020175020601,54,47,"[138, 176, 531, 716]"
21.000.34882/2017,10015645120175020056,54,47,"[138, 176, 531, 716]"
21.000.34902/2017,10015421820175020080,54,47,"[138, 176, 531, 716]"
21.000.34903/2017,10012830720175020441,54,998,"[20, 121, 531, 716]"
21.000.34946/2018,10008681120185020434,54,51,"[340, 414, 436, 527, 531, 706]"
21.000.34947/2018,10005007920185020085,53,64,"[20, 409, 531]"
21.000.34948/2018,10006046720185020442,54,61,"[20, 24, 340, 507, 531]"
21.000.34950/2018,10009263220185020040,54,47,"[138, 176, 531]"
21.000.34951/2018,10009707120185020001,54,75,"[63, 340, 508, 531, 709]"
21.000.35032/2017,10014449520175020706,54,47,"[138, 175, 176, 531, 716]"
21.000.35037/2018,10006938620185020411,238,51,"[20, 37, 50, 436, 505, 506, 507, 527, 929]"
21.000.35042/2017,10015550820175020471,54,47,"[50, 138, 176, 531, 716]"
21.000.35044/2017,10014718920175020088,54,47,"[138, 175, 531, 716]"
21.000.35046/2017,10015300320175020048,54,47,"[138, 176, 531, 716]"
21.000.35047/2017,00000547920175020004,238,51,"[63, 340, 409, 436, 506, 527]"
21.000.35055/2018,00000020320185020084,22,43,"[24, 37, 63, 539, 927, 928, 930]"
21.000.35068/2017,10015604520175020078,54,75,"[63, 508, 531, 716]"
21.000.35074/2017,10015732620175020084,54,47,"[50, 138, 176, 531, 716]"
21.000.35076/2017,10015483220175020013,54,47,"[50, 138, 175, 176, 531, 716]"
21.000.35080/2017,10015144920175020048,54,51,"[20, 436, 531, 716]"
21.000.35092/2017,10018173220175020608,54,47,"[138, 175, 176, 531, 716]"
21.000.35094/2017,10013169120175020442,54,47,"[138, 176, 531, 716]"
21.000.35095/2017,10013393120175020444,54,75,"[63, 508, 531, 716]"
21.000.35103/2018,10009529320185020019,54,75,"[63, 340, 508, 531]"
21.000.35106/2018,10010045120185020064,54,47,"[50, 138, 176, 531]"
21.000.35108/2018,10008261020185020030,54,47,"[50, 138, 176, 531]"
21.000.35109/2018,10009616520185020242,54,58,"[35, 63, 340, 506, 531, 929]"
21.000.35112/2018,10009653920185020069,54,47,"[138, 176, 531]"
21.000.35114/2018,10009707020185020066,54,47,"[50, 138, 176, 531]"
21.000.35116/2018,10008351520185020048,54,58,"[63, 340, 506, 531, 929]"
21.000.35210/2017,10011560820175020332,54,75,"[63, 508, 531, 716]"
21.000.35214/2017,10011552320175020332,54,75,"[63, 508, 531, 716]"
21.000.35424/2018,00000039220185020017,238,51,"[20, 37, 50, 65, 436, 507, 928, 929]"
21.000.35431/2018,10005413020185020446,238,43,"[20, 927, 929]"
21.000.35505/2018,10010103520185020007,54,47,"[138, 176, 531]"
21.000.35550/2018,10009287520185020048,54,47,"[138, 176, 531]"
21.000.35605/2017,10014457120175020030,54,998,"[20, 151, 340, 531, 716]"
21.000.35607/2017,10016020920175020074,54,58,"[20, 340, 531, 716, 929]"
21.000.35616/2017,10017303320175020202,54,75,"[63, 508, 531, 716]"
21.000.35617/2017,10018169220175020205,54,47,"[138, 176, 531, 716]"
21.000.35620/2017,10014197420175020062,54,47,"[138, 176, 531, 716]"
21.000.35627/2017,10018519220175020612,54,47,"[138, 176, 531, 716]"
21.000.35628/2017,10015544520175020011,54,47,"[138, 176, 531]"
21.000.35631/2017,10015781020175020323,54,47,"[138, 176, 531, 716]"
21.000.35632/2017,10014660820175020043,54,51,"[20, 436, 531, 716]"
21.000.35639/2017,10015915420175020017,54,75,"[63, 508, 531, 716]"
21.000.35644/2017,10017286320175020202,54,75,"[63, 508, 531, 716]"
21.000.35645/2017,10018631520175020610,54,47,"[138, 176, 531, 716]"
21.000.35646/2017,10018978720175020610,54,47,"[138, 176, 531, 716]"
21.000.35647/2017,10015558520175020025,54,47,"[138, 176, 531, 716]"
21.000.35696/2018,10007413520185020382,203,78,"[50, 52, 153, 414, 531]"
21.000.35700/2018,10009083820185020613,203,78,"[50, 52, 153, 414, 531]"
21.000.35844/2017,10001444620165020088,54,998,[531]
21.000.35895/2017,10016044420175020311,54,75,"[63, 508, 531, 716]"
21.000.35898/2017,10015161220175020018,54,75,"[63, 508, 531, 716]"
21.000.35901/2017,10014682220175020384,54,75,"[63, 508, 531, 716]"
21.000.35904/2017,10011899520175020332,54,75,"[63, 508, 531, 716]"
21.000.35950/2017,10016162220175020323,54,51,"[20, 436, 531, 716]"
21.000.35954/2017,10015679320175020318,54,47,"[138, 176, 531, 716]"
21.000.35955/2017,10015065520175020086,54,47,"[138, 176, 531, 716]"
21.000.35960/2017,10004021720175020025,54,65,"[20, 505, 531, 716]"
21.000.35962/2017,10020126220175020205,54,47,"[138, 176, 531, 716]"
21.000.35998/2017,10016015920175020030,54,51,"[414, 436, 531, 716]"
21.000.36026/2017,10014540520175020007,54,47,"[138, 176, 531, 716]"
21.000.36030/2017,10011598320175020292,54,47,"[50, 65, 138, 176, 716]"
21.000.36054/2017,10014809020175020075,54,47,"[138, 176, 531, 716]"
21.000.36116/2017,10016114620175020049,54,75,"[63, 508, 531, 716]"
21.000.36156/2018,10011518220185020612,54,77,"[20, 121, 340, 352, 417, 531, 716]"
21.000.36301/2017,10015781520175020386,54,47,"[138, 176, 531, 716]"
21.000.36312/2017,10016987720175020606,54,47,"[138, 176, 531, 716]"
21.000.36315/2017,10015955320175020062,54,47,"[138, 176, 531, 716]"
21.000.36324/2017,10014536120175020058,54,47,"[138, 176, 531, 716]"
21.000.36325/2017,10018986620175020612,54,47,"[138, 176, 531, 716]"
21.000.36326/2017,10014493120175020088,54,58,"[63, 506, 531, 716]"
21.000.36329/2017,10018809520175020466,54,75,"[414, 508, 531, 716]"
21.000.36363/2018,10009559620185020003,54,47,"[138, 176, 531]"
21.000.36419/2017,10016449620175020320,9,998,"[531, 716]"
21.000.36441/2017,10016119420175020033,54,47,"[138, 176, 531, 716]"
21.000.36443/2017,10016344120175020065,54,46,"[63, 531, 716, 929]"
21.000.36444/2017,10015043520175020038,54,998,"[63, 64, 531, 716]"
21.000.36445/2017,10015484220175020042,54,61,"[20, 24, 507, 531, 716]"
